visual_case_id,case_id,candidate_id,sampling_group,view,angle,script_path,image_path,status,render_action,returncode,stderr_tail,camera_score,camera_focus,camera_direction,camera_selection_tier,candidate_directions,ligand_occluded_fraction,center_line_blocked,projection_area_score,interest_occluded_fraction,key_occluded_fraction,interest_area_score
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_06,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_06.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.204445,"-6.829267,-23.195667,-4.715867","-0.473663,0.246094,-0.845625",strict,256,0.043478,False,0.594089,0.036364,0.0,0.594089
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_07,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_07.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",8.056753,"-6.829267,-23.195667,-4.715867","0.841933,-0.167969,-0.512772",strict,256,0.130435,False,0.524441,0.109091,0.0,0.524441
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_08,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_08.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.8132,"-6.829267,-23.195667,-4.715867","-0.869100,0.371094,-0.327039",strict,256,0.173913,False,0.509195,0.145455,0.0,0.509195
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_09,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_09.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.553977,"-6.829267,-23.195667,-4.715867","-0.313701,-0.613281,-0.724899",strict,256,0.0,False,0.581087,0.0,0.0,0.581087
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_10,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_10.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.290088,"-6.829267,-23.195667,-4.715867","-0.718720,-0.121094,-0.684673",strict,256,0.0,False,0.398729,0.0,0.0,0.398729
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_11,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_11.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.200246,"-6.829267,-23.195667,-4.715867","-0.998142,0.003906,-0.060805",strict,256,0.043478,False,0.325473,0.036364,0.0,0.325473
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_anchor_topology,clear_12,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_anchor_topology_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_anchor_topology_clear_12.png,rendered,chimerax_render,0,"s 0.01 INFO: Axis 'axis' centered at [-10.7351 -25.6371 -6.66115] with direction [-7.8116 -4.8828 -3.8905], radius 0.01, and length 9.99994 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -6.8293 -23.1957 -4.7159 INFO: Executing: save images/reconnect_anchor_topology_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.071047,"-6.829267,-23.195667,-4.715867","-0.781166,-0.488281,-0.389052",strict,256,0.0,False,0.420843,0.0,0.0,0.420843
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_01,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_01.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",6.0,"-8.234237,-22.450063,-4.443152","0.358670,-0.800781,-0.479693",strict,256,0.0,False,1.0,0.0,0.0,1.0
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_02,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_02.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",5.944126,"-8.234237,-22.450063,-4.443152","-0.469385,0.722656,0.507391",strict,256,0.0,False,0.990688,0.0,0.0,0.990688
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_03,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_03.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",5.667302,"-8.234237,-22.450063,-4.443152","-0.102896,0.985460,-0.135204",strict,256,0.0,False,0.94455,0.0,0.0,0.94455
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_04,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_04.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",5.269219,"-8.234237,-22.450063,-4.443152","0.327859,-0.847656,0.417118",strict,256,0.0,False,0.878203,0.0,0.0,0.878203
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_05,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_05.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",4.661708,"-8.234237,-22.450063,-4.443152","-0.411101,-0.894531,0.175528",strict,256,0.0,False,0.776951,0.0,0.0,0.776951
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_06,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_06.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",4.399341,"-8.234237,-22.450063,-4.443152","0.575487,0.691406,-0.436774",strict,256,0.0,False,0.733224,0.0,0.0,0.733224
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_07,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_07.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",4.159068,"-8.234237,-22.450063,-4.443152","0.292525,0.808594,0.510495",strict,256,0.0,False,0.693178,0.0,0.0,0.693178
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_08,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_08.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",4.003753,"-8.234237,-22.450063,-4.443152","-0.355306,0.089844,0.930423",strict,256,0.0,False,0.667292,0.0,0.0,0.667292
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_09,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_09.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",3.968773,"-8.234237,-22.450063,-4.443152","-0.574658,0.574219,-0.583130",strict,256,0.0,False,0.661462,0.0,0.0,0.661462
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_10,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_10.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",3.952485,"-8.234237,-22.450063,-4.443152","0.620329,-0.105469,-0.777219",strict,256,0.0,False,0.658748,0.0,0.0,0.658748
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_11,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_11.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",3.321788,"-8.234237,-22.450063,-4.443152","-0.239901,-0.082031,-0.967325",strict,256,0.0,False,0.553631,0.0,0.0,0.553631
vqc_006,case_001300,diffsbdd_conditional_inpainting:pocket:case_001300:006,diffsbdd_reliable_strict_shadow_fail,reconnect_before_after_overlay,clear_12,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/scripts/reconnect_before_after_overlay_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_001300/diffsbdd_conditional_inpainting_pocket_case_001300_006/images/reconnect_before_after_overlay_clear_12.png,rendered,chimerax_render,0,"dius 0.01 INFO: Axis 'axis' centered at [ -6.2064 -22.704 0.1201] with direction [ 4.0556 -0.5078 9.1266], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view #1-8 clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py -8.2342 -22.4501 -4.4432 INFO: Executing: save images/reconnect_before_after_overlay_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",3.08691,"-8.234237,-22.450063,-4.443152","0.405569,-0.050781,0.912653",strict,256,0.0,False,0.514485,0.0,0.0,0.514485
vqc_007,case_002134,diffsbdd_conditional_inpainting:pocket:case_002134:014,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,clear_01,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/scripts/reconnect_clash_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/images/reconnect_clash_clear_01.png,rendered,chimerax_render,0," white radius 0.01 INFO: Axis 'axis' centered at [ 57.92065 173.65875 -23.4569 ] with direction [-3.6675 0.8203 -9.267 ], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 59.7544 173.2486 -18.8234 INFO: Executing: save images/reconnect_clash_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.29526,"59.754358,173.248627,-18.823448","-0.300065,-0.347656,-0.888311",strict,256,0.0,False,0.386354,0.082645,0.116279,0.648706
vqc_007,case_002134,diffsbdd_conditional_inpainting:pocket:case_002134:014,diffsbdd_reliable_strict_shadow_fail,reconnect_clash,clear_02,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/scripts/reconnect_clash_clear_01_clear_12.cxc,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_1a_visual_qc/case_002134/diffsbdd_conditional_inpainting_pocket_case_002134_014/images/reconnect_clash_clear_02.png,rendered,chimerax_render,0," white radius 0.01 INFO: Axis 'axis' centered at [ 57.92065 173.65875 -23.4569 ] with direction [-3.6675 0.8203 -9.267 ], radius 0.01, and length 10 INFO: Executing: hide #102 models INFO: Executing: view all clip false pad 0.50 zalign #102 INFO: Executing: runscript scripts/center_camera_on_focus.py 59.7544 173.2486 -18.8234 INFO: Executing: save images/reconnect_clash_clear_12.png width 1200 height 900 INFO: UCSF ChimeraX version: 1.11.1 (2026-01-23) INFO: © 2016-2025 Regents of the University of California. All rights reserved. INFO: [How to cite UCSF ChimeraX](cxcmd:help help:credits.html)",7.199169,"59.754358,173.248627,-18.823448","-0.627323,-0.652344,-0.425340",strict,256,0.257143,False,0.630949,0.231405,0.22093,0.740554
