case_id,base_sample_id,base_complex_id,base_split,derived_split,oracle_split,injection_mode,difficulty_bin,set_membership_s0,set_membership_s1,set_membership_s2,circularity_risk_level,target_rgroup,target_atom_indices,predicted_dominant_valid_rgroup,top_valid_rgroups_json,target_score_ratio_valid,dominant_ratio_valid_rgroups,failure_type,recommended_action,predicted_equals_oracle,oracle_mask_rgroup,oracle_mask_atom_indices,oracle_keep_atom_indices,oracle_anchor_scaffold_atom_idx,oracle_anchor_rgroup_atom_idx,oracle_anchor_bond_idx,oracle_mask_available,oracle_mask_reason,predicted_mask_rgroup,predicted_mask_atom_indices,predicted_keep_atom_indices,predicted_anchor_scaffold_atom_idx,predicted_anchor_rgroup_atom_idx,predicted_anchor_bond_idx,predicted_mask_available,predicted_mask_reason,random_mask_rgroup,random_mask_atom_indices,random_keep_atom_indices,random_anchor_scaffold_atom_idx,random_anchor_rgroup_atom_idx,random_anchor_bond_idx,random_mask_available,random_mask_policy,random_mask_fallback_reason,random_equals_oracle,random_equals_predicted,old_clash_pairs_json,protein_clash_hot_atoms_json,protein_clash_hot_residues_json,target_num_severe_pairs,non_target_num_severe_pairs,scaffold_num_severe_pairs,num_total_severe_pairs,max_clash_depth,total_clash_score,phase4_0_backend_feasibility_candidate,phase4_1_formal_loop_candidate,phase4_candidate_reason,phase4_exclusion_reason
case_002432,complex_crossdocked_000048,complex_crossdocked_000048,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.1313019395017024}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R3,"[8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",7,8,10,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 31, ""protein_atom_position"": 31, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.3897433280944824, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.43025660514831543, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 19, ""protein_atom_position"": 19, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.614328145980835, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.2056717872619629, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}]","[19, 31]","[""A:202::HIS"", ""A:257::TYR""]",1,0,0,1,0.43025660514831543,0.22742163034928353,True,True,"S2 case with oracle, predicted and random masks available",
case_002435,complex_crossdocked_000048,complex_crossdocked_000048,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.13946433661296684}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R3,"[8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",7,8,10,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 19, ""protein_atom_position"": 19, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.6231935024261475, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.1968064308166504, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 31, ""protein_atom_position"": 31, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.3696372509002686, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.4503626823425293, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}]","[19, 31]","[""A:202::HIS"", ""A:257::TYR""]",1,0,0,1,0.4503626823425293,0.24155931685754695,True,True,"S2 case with oracle, predicted and random masks available",
case_002441,complex_crossdocked_000048,complex_crossdocked_000048,train,train,supported_single_rgroup,directed_clash,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.1807985765975446}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R3,"[8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",7,8,10,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 19, ""protein_atom_position"": 19, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.572331428527832, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.24766850471496582, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 31, ""protein_atom_position"": 31, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.318190574645996, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.5018093585968018, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}]","[19, 31]","[""A:202::HIS"", ""A:257::TYR""]",1,0,0,1,0.5018093585968018,0.3131523206030806,True,True,"S2 case with oracle, predicted and random masks available",
case_002442,complex_crossdocked_000048,complex_crossdocked_000048,train,train,supported_single_rgroup,directed_clash,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.16840227559748022}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R3,"[8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",7,8,10,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 31, ""protein_atom_position"": 31, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.352659225463867, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.46734070777893066, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 19, ""protein_atom_position"": 19, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.5493083000183105, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.2706916332244873, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}]","[19, 31]","[""A:202::HIS"", ""A:257::TYR""]",1,0,0,1,0.46734070777893066,0.2916812974450522,True,True,"S2 case with oracle, predicted and random masks available",
case_002469,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,easy_rotation,medium,True,True,True,high,R4,"[10, 11, 12, 13]",R4,"[{""region"": ""R4"", ""score"": 0.679022124311139}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 11, ""protein_atom_idx"": 16, ""protein_atom_position"": 16, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.8789360523223877, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.1210639476776123, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 15, ""protein_atom_position"": 15, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.61814284324646, ""vdw_sum"": 3.25, ""clash_depth"": 0.2318570613861084, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 16, ""protein_atom_position"": 16, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 1.864381194114685, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 1.135618805885315, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}]","[15, 16]","[""A:201::GLY""]",1,0,0,1,1.135618805885315,1.358044248622278,True,True,"S2 case with oracle, predicted and random masks available",
case_002474,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,torsion_perturb,easy,True,True,True,high,R4,"[10, 11, 12, 13]",R4,"[{""region"": ""R4"", ""score"": 0.3430322442902707}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 12, ""protein_atom_idx"": 53, ""protein_atom_position"": 53, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.8602638244628906, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.13973617553710938, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.570608615875244, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.42939138412475586, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.1556215286254883, ""vdw_sum"": 3.25, ""clash_depth"": 0.6943783760070801, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}]","[53, 54, 56]","[""A:405::ASN""]",2,0,0,2,0.6943783760070801,0.6860644885805414,True,True,"S2 case with oracle, predicted and random masks available",
case_002478,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,directed_clash,medium,True,True,True,high,R4,"[10, 11, 12, 13]",R4,"[{""region"": ""R4"", ""score"": 1.5870043205559625}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 11, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.705780029296875, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.294219970703125, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 11, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.3105568885803223, ""vdw_sum"": 3.25, ""clash_depth"": 0.5394430160522461, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 53, ""protein_atom_position"": 53, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.8588321208953857, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.14116787910461426, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.5326247215270996, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.4673752784729004, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.404245615005493, ""vdw_sum"": 3.25, ""clash_depth"": 0.4457542896270752, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 1.9576349258422852, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.8623650074005127, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 55, ""protein_atom_position"": 55, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.067153215408325, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.5728466510772705, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""O"", ""protein_element"": ""N"", ""distance"": 1.5352959632873535, ""vdw_sum"": 3.069999933242798, ""clash_depth"": 1.1347038745880127, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}]","[53, 54, 55, 56]","[""A:405::ASN""]",6,0,0,6,1.1347038745880127,3.174008641111925,True,True,"S2 case with oracle, predicted and random masks available",
case_002479,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,directed_clash,easy,True,True,True,high,R4,"[10, 11, 12, 13]",R4,"[{""region"": ""R4"", ""score"": 0.4238534620391192}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 11, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.6798062324523926, ""vdw_sum"": 3.25, ""clash_depth"": 0.17019367218017578, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.516711473464966, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.30328845977783203, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""O"", ""protein_element"": ""N"", ""distance"": 1.8175256252288818, ""vdw_sum"": 3.069999933242798, ""clash_depth"": 0.8524742126464844, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 13, ""protein_atom_idx"": 94, ""protein_atom_position"": 94, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.6333017349243164, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.006698131561279297, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:436::TYR""}]","[54, 56, 94]","[""A:405::ASN"", ""A:436::TYR""]",1,0,0,1,0.8524742126464844,0.8477069240782384,True,True,"S2 case with oracle, predicted and random masks available",
case_002483,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,directed_clash,easy,True,True,True,high,R4,"[10, 11, 12, 13]",R4,"[{""region"": ""R4"", ""score"": 0.8125355604009883}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 11, ""protein_atom_idx"": 16, ""protein_atom_position"": 16, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.7066500186920166, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.2933499813079834, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 15, ""protein_atom_position"": 15, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.70074200630188, ""vdw_sum"": 3.25, ""clash_depth"": 0.14925789833068848, ""is_severe"": false, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 16, ""protein_atom_position"": 16, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.4623630046844482, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.5376369953155518, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:201::GLY""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 54, ""protein_atom_position"": 54, ""ligand_element"": ""C"", ""protein_element"": ""C"", ""distance"": 2.2444236278533936, ""vdw_sum"": 3.4000000953674316, ""clash_depth"": 0.7555763721466064, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 55, ""protein_atom_position"": 55, ""ligand_element"": ""C"", ""protein_element"": ""O"", ""distance"": 2.1808478832244873, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.6391520500183105, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}, {""ligand_atom_idx"": 12, ""protein_atom_idx"": 56, ""protein_atom_position"": 56, ""ligand_element"": ""C"", ""protein_element"": ""N"", ""distance"": 2.3517284393310547, ""vdw_sum"": 3.25, ""clash_depth"": 0.49827146530151367, ""is_severe"": true, ""ligand_region"": ""R4"", ""protein_residue_key"": ""A:405::ASN""}]","[15, 16, 54, 55, 56]","[""A:201::GLY"", ""A:405::ASN""]",4,0,0,4,0.7555763721466064,1.6250711208019766,True,True,"S2 case with oracle, predicted and random masks available",
case_002486,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.21506288514286048}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R3,"[8, 9]","[0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",7,8,10,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 26, ""protein_atom_position"": 26, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.791755437850952, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.028244495391845703, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}, {""ligand_atom_idx"": 23, ""protein_atom_idx"": 154, ""protein_atom_position"": 154, ""ligand_element"": ""O"", ""protein_element"": ""O"", ""distance"": 2.638125419616699, ""vdw_sum"": 3.0399999618530273, ""clash_depth"": 0.0018744468688964844, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:205::GLU""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 38, ""protein_atom_position"": 38, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.210329055786133, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.609670877456665, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}]","[26, 38, 154]","[""A:202::HIS"", ""A:205::GLU"", ""A:257::TYR""]",1,0,0,1,0.609670877456665,0.3724998438897842,True,True,"S2 case with oracle, predicted and random masks available",
case_002489,complex_crossdocked_000049,complex_crossdocked_000049,train,train,supported_single_rgroup,easy_rotation,easy,True,True,True,high,R7,"[23, 24, 25]",R7,"[{""region"": ""R7"", ""score"": 0.20549791011308396}]",1.0,1.0,single_rgroup_clash,local_rgroup_repair,True,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R7,"[23, 24, 25]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",15,24,15,True,ok,R4,"[10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",3,10,5,True,size_matched_valid_single_anchor_rgroup,primary_exclude_oracle_and_predicted,False,False,"[{""ligand_atom_idx"": 23, ""protein_atom_idx"": 38, ""protein_atom_position"": 38, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.2251243591308594, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.5948755741119385, ""is_severe"": true, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:257::TYR""}, {""ligand_atom_idx"": 25, ""protein_atom_idx"": 26, ""protein_atom_position"": 26, ""ligand_element"": ""O"", ""protein_element"": ""C"", ""distance"": 2.774658203125, ""vdw_sum"": 3.2200000286102295, ""clash_depth"": 0.04534173011779785, ""is_severe"": false, ""ligand_region"": ""R7"", ""protein_residue_key"": ""A:202::HIS""}]","[26, 38]","[""A:202::HIS"", ""A:257::TYR""]",1,0,0,1,0.5948755741119385,0.3559328211650836,True,True,"S2 case with oracle, predicted and random masks available",
